churn,age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,web_user,app_web_user,ios_user,registered_phones,payment_type,cancelled_loan,received_loan,rejected_loan,left_for_two_month_plus,left_for_one_month,reward_rate
1,28.0,na,0.0,0,0,1,0,0,0,0,0,0,na,0,0,0,0,0,0.0
1,28.0,R,609.0,0,0,0,0,0,1,1,0,0,Weekly,0,0,0,1,0,1.27
1,42.0,na,0.0,0,0,0,0,0,0,0,0,2,Bi-Weekly,0,0,0,0,0,0.1
1,28.0,R,420.0,8,1,48,8,0,1,1,0,2,Weekly,0,0,0,0,0,1.17
0,24.0,na,540.0,0,0,9,0,0,1,1,0,0,Monthly,0,0,0,1,0,0.37
0,24.0,R,593.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.9
0,20.0,na,0.0,2,0,30,2,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.67
0,19.0,R,452.0,1,0,37,1,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.37
0,41.0,R,571.0,32,1,66,32,0,1,1,1,0,Weekly,0,0,0,0,0,1.47
0,28.0,R,498.0,1,0,96,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,0,2.17
0,39.0,R,614.0,31,1,41,31,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.0699999999999998
0,30.0,R,539.0,1,0,98,1,0,1,1,0,0,Weekly,0,0,0,0,0,1.67
0,26.0,R,630.0,0,0,6,0,0,0,0,1,0,Weekly,0,0,0,0,0,1.47
0,22.0,na,563.0,0,0,8,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.21
0,25.0,na,532.0,0,0,98,0,0,1,1,0,4,na,0,0,0,0,0,1.33
0,22.0,na,0.0,1,0,26,1,0,0,0,0,0,na,0,0,0,0,0,0.5700000000000001
0,22.0,na,453.0,2,0,65,2,0,1,1,0,4,Weekly,0,0,0,0,0,0.0
1,50.0,na,557.0,0,0,1,0,0,1,1,1,0,Weekly,0,0,0,0,0,0.0
0,21.0,na,671.0,26,2,50,25,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.97
1,35.0,na,0.0,0,0,0,0,0,1,1,1,0,na,0,0,0,0,0,0.9
1,29.0,na,556.0,0,0,6,0,0,0,0,0,0,Semi-Monthly,0,0,0,1,0,0.12
1,22.0,na,548.0,0,0,2,0,0,0,0,0,0,na,0,0,0,0,0,0.0
0,45.0,O,571.0,4,0,45,4,0,1,1,1,2,na,0,0,0,0,0,0.8
1,26.0,na,543.0,0,0,8,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.43
1,26.0,R,553.0,0,0,0,0,2,1,1,1,2,Bi-Weekly,0,0,0,0,0,0.5
1,33.0,R,521.0,2,0,100,2,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.5
1,45.0,na,0.0,0,0,0,0,0,1,1,0,0,na,0,0,0,0,0,0.0
0,38.0,R,615.0,3,1,91,3,0,1,1,0,0,na,1,0,0,0,0,1.8
1,20.0,na,0.0,0,0,0,0,0,1,1,0,3,na,0,0,0,0,0,0.0
0,26.0,na,504.0,0,0,44,0,0,0,0,0,0,Semi-Monthly,0,0,0,0,0,1.13
1,27.0,na,503.0,0,0,0,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.27
1,27.0,na,0.0,0,0,3,0,0,1,1,0,0,Weekly,0,0,0,0,0,0.13
1,23.0,R,488.0,0,0,48,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.8
0,26.0,na,0.0,0,0,1,0,0,0,0,0,2,Weekly,0,0,0,0,0,0.03
1,24.0,na,0.0,0,0,15,0,0,0,0,0,2,Monthly,0,0,0,0,0,0.4
0,37.0,R,523.0,17,3,83,17,0,0,0,1,2,Bi-Weekly,0,0,0,0,0,1.13
0,25.0,na,559.0,0,0,0,0,0,1,1,0,0,Weekly,0,0,0,0,0,0.87
1,22.0,O,0.0,0,0,14,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.67
0,21.0,O,656.0,2,0,137,1,0,1,1,0,3,Bi-Weekly,0,0,0,1,0,1.67
0,23.0,na,483.0,2,0,78,2,0,1,1,0,2,Bi-Weekly,0,0,0,0,0,1.1
1,91.0,R,0.0,0,0,74,0,0,1,1,0,0,Weekly,0,0,0,0,0,1.5
1,21.0,na,0.0,0,0,0,0,0,1,0,0,0,na,1,0,0,0,0,0.0
1,35.0,na,598.0,0,0,0,0,0,1,1,1,0,na,0,0,0,0,0,0.0
0,38.0,na,0.0,0,0,10,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.23
0,26.0,na,0.0,0,0,0,0,0,0,0,1,0,Weekly,0,0,0,1,0,0.0
0,36.0,O,521.0,0,0,34,0,0,0,0,0,2,Bi-Weekly,0,0,0,0,0,0.87
0,25.0,R,578.0,1,1,65,1,0,0,0,0,0,na,0,0,0,0,0,1.2
0,31.0,O,499.0,0,0,63,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.8
0,20.0,na,0.0,0,0,9,0,0,1,1,1,3,Semi-Monthly,0,0,0,0,0,0.2
0,27.0,na,0.0,5,0,65,5,0,0,0,1,0,Semi-Monthly,0,0,0,0,0,1.23
1,41.0,na,0.0,0,0,2,0,0,0,0,1,0,Semi-Monthly,0,0,0,0,0,0.0
0,69.0,na,0.0,0,0,79,0,0,1,1,0,2,Monthly,1,0,0,0,0,1.9
1,44.0,R,0.0,34,1,48,33,0,1,1,1,2,Monthly,0,0,0,0,0,1.5
0,22.0,na,532.0,0,0,21,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.5700000000000001
1,29.0,O,807.0,2,0,126,2,0,0,0,0,0,Bi-Weekly,1,0,0,1,0,1.97
0,22.0,na,0.0,0,0,48,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.8
1,25.0,R,0.0,0,0,2,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.15
0,26.0,R,656.0,3,0,3,3,1,1,1,0,0,Bi-Weekly,0,0,0,1,0,2.0
0,23.0,R,553.0,24,0,92,22,0,1,1,0,2,na,0,0,0,0,0,1.3
0,38.0,R,543.0,3,0,54,3,0,1,1,0,0,Monthly,0,0,0,0,0,1.37
0,30.0,R,558.0,0,0,108,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,1.87
1,25.0,na,531.0,1,0,5,1,0,0,0,0,2,Bi-Weekly,0,0,0,0,0,0.03
0,40.0,na,0.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,41.0,na,495.0,0,0,0,0,0,1,1,1,2,Bi-Weekly,0,0,0,0,0,2.13
1,40.0,na,478.0,0,0,0,0,0,1,1,1,0,Monthly,0,0,0,0,0,1.7
1,38.0,R,645.0,4,0,71,4,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,1.47
0,28.0,R,516.0,0,0,29,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.7
1,36.0,na,0.0,0,0,0,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.0
0,22.0,na,511.0,0,0,16,0,0,1,1,1,2,na,0,0,0,0,0,0.43
1,21.0,na,0.0,0,0,0,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.0
1,20.0,na,547.0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.33
1,41.0,R,441.0,0,0,7,0,0,1,1,1,0,Weekly,0,0,0,0,1,2.0
1,22.0,na,573.0,1,0,58,1,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.87
0,44.0,R,441.0,58,8,85,56,0,1,1,1,3,Bi-Weekly,0,0,0,0,0,2.17
0,24.0,R,0.0,0,0,4,0,0,0,0,1,2,Bi-Weekly,0,0,0,0,0,0.03
1,31.0,na,493.0,1,0,23,1,0,1,1,0,0,Semi-Monthly,0,0,0,1,0,0.53
0,31.0,R,474.0,2,3,82,2,0,1,1,1,2,Semi-Monthly,0,0,0,0,0,1.5699999999999998
0,33.0,na,0.0,0,0,5,0,0,0,0,0,0,Semi-Monthly,0,0,0,0,0,0.16999999999999998
0,41.0,na,0.0,0,0,0,0,0,1,1,1,0,na,0,0,0,0,0,0.63
1,20.0,na,575.0,3,0,13,3,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.33
0,30.0,R,407.0,1,0,6,0,0,0,0,1,0,na,0,0,0,0,0,0.0
1,42.0,R,620.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,1,0.03
1,25.0,R,552.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,2.27
0,29.0,na,584.0,0,0,9,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.3
0,28.0,R,545.0,51,3,156,50,0,1,1,1,0,na,0,0,0,1,0,2.23
0,50.0,R,0.0,0,0,274,0,0,0,0,1,0,Weekly,0,0,0,0,0,1.93
1,28.0,R,553.0,0,0,0,0,0,1,1,0,0,na,0,0,0,0,0,0.13
0,22.0,na,504.0,0,0,18,0,0,0,0,0,3,Bi-Weekly,0,0,0,0,0,0.52
0,42.0,na,0.0,1,0,3,1,0,1,1,1,0,Monthly,0,0,0,1,0,0.1
1,24.0,R,496.0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.6
1,34.0,R,628.0,2,0,48,2,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,1.03
0,24.0,R,517.0,8,0,106,7,0,1,1,0,0,na,0,0,0,0,0,1.7
0,24.0,R,519.0,0,0,75,0,0,1,1,0,2,Bi-Weekly,0,0,0,0,0,1.17
1,29.0,R,508.0,0,0,0,0,0,1,1,1,3,Weekly,0,0,0,0,0,1.7
1,39.0,R,524.0,3,1,216,3,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.93
0,31.0,na,608.0,0,0,1,0,0,0,0,0,3,na,0,0,0,0,0,0.6
0,37.0,na,796.0,8,2,134,8,0,1,1,0,2,Weekly,0,0,0,1,0,1.97
0,26.0,na,0.0,0,0,49,0,0,1,1,0,0,Semi-Monthly,0,0,0,1,0,1.13
1,34.0,na,540.0,0,0,16,0,0,0,0,1,0,Weekly,0,0,0,1,0,1.87
0,21.0,na,439.0,1,0,33,1,0,0,0,0,2,Weekly,0,0,0,0,0,0.9
1,22.0,R,496.0,3,0,13,3,0,1,1,1,3,na,0,0,0,1,0,0.3
1,29.0,na,442.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.06999999999999999
0,24.0,na,616.0,0,0,0,0,0,1,1,1,2,Semi-Monthly,0,0,0,0,0,0.0
0,31.0,R,622.0,5,1,65,5,0,1,1,0,0,Weekly,0,0,0,1,0,1.53
0,23.0,R,547.0,40,3,123,39,0,1,1,0,0,Bi-Weekly,0,0,0,1,0,2.2
1,37.0,R,0.0,0,0,0,0,1,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.63
1,43.0,na,502.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
1,18.0,na,0.0,0,0,2,0,0,0,0,0,0,Weekly,0,0,0,0,0,1.0
0,51.0,R,546.0,0,0,200,0,0,1,1,1,0,Bi-Weekly,0,0,0,1,0,1.93
0,65.0,O,503.0,0,0,35,0,0,1,1,1,0,Monthly,0,0,0,0,0,0.73
0,46.0,R,0.0,20,0,22,20,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.47
0,29.0,R,533.0,23,0,112,22,0,1,1,0,0,na,0,0,0,0,0,1.63
0,48.0,na,0.0,3,0,35,3,0,1,1,0,0,Weekly,0,0,0,0,0,0.84
0,26.0,R,561.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,1,0,2.13
1,30.0,R,508.0,0,0,0,0,1,1,1,1,4,Bi-Weekly,0,0,0,0,0,0.73
1,38.0,na,0.0,0,0,0,0,0,1,0,0,0,Semi-Monthly,1,0,0,0,0,0.0
0,45.0,na,0.0,0,0,3,0,0,1,1,0,0,Weekly,0,0,0,1,0,0.37
1,46.0,R,517.0,53,5,57,52,0,0,0,1,0,Weekly,0,0,0,1,0,1.23
0,28.0,R,558.0,35,0,116,35,0,1,1,1,0,Weekly,0,0,0,0,0,2.1
1,73.0,R,572.0,0,0,0,0,0,1,1,1,2,na,0,0,0,0,0,0.33
1,29.0,O,512.0,3,0,16,3,0,1,1,1,3,Semi-Monthly,0,0,0,0,0,0.5
0,30.0,na,568.0,27,0,45,27,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.0699999999999998
1,43.0,na,437.0,0,0,6,0,0,1,1,0,0,Weekly,0,0,0,0,0,2.03
1,33.0,R,497.0,1,0,56,1,0,1,1,1,0,na,0,0,0,1,0,1.87
1,41.0,na,0.0,0,0,1,0,0,1,1,0,0,Weekly,0,0,1,0,0,0.0
0,34.0,O,666.0,5,0,38,5,0,1,1,0,2,na,0,0,0,0,0,0.8800000000000002
0,32.0,na,0.0,0,0,3,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.1
0,30.0,R,569.0,0,0,91,0,0,1,1,1,0,Bi-Weekly,0,0,0,1,0,2.1
1,23.0,R,476.0,38,2,37,37,0,1,1,0,5,Weekly,0,0,0,1,0,1.2
0,42.0,R,613.0,24,0,13,23,3,1,1,1,0,Weekly,0,0,0,0,0,1.67
0,51.0,na,0.0,2,0,97,2,0,0,0,0,2,Bi-Weekly,0,0,0,0,0,2.2
0,31.0,O,514.0,0,0,47,0,0,1,1,0,0,Semi-Monthly,0,0,0,0,0,0.97
0,27.0,R,490.0,1,0,19,1,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.73
1,25.0,na,564.0,0,0,1,0,0,0,0,0,0,Weekly,0,0,0,1,0,0.13
0,26.0,na,559.0,1,1,47,1,0,1,1,0,0,na,0,0,0,0,0,0.97
0,21.0,na,0.0,0,0,7,0,0,1,1,1,0,Weekly,0,0,0,0,0,0.75
1,35.0,na,525.0,1,1,11,1,0,1,1,1,0,Bi-Weekly,0,0,0,1,0,0.13
1,25.0,R,0.0,16,3,112,16,0,0,0,1,0,Bi-Weekly,1,0,0,0,0,1.3
1,32.0,R,0.0,0,0,24,0,0,0,0,0,0,Bi-Weekly,0,0,0,1,0,0.5700000000000001
1,22.0,na,580.0,0,0,2,0,0,1,1,0,0,Weekly,0,0,0,1,0,0.0
1,24.0,na,529.0,0,0,11,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.7
0,30.0,R,526.0,0,0,13,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.3
1,27.0,R,523.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,1.27
0,43.0,na,0.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,28.0,na,510.0,55,2,87,55,0,1,1,0,0,Weekly,0,0,0,0,0,2.23
1,23.0,na,606.0,0,0,8,0,0,1,1,0,2,Semi-Monthly,0,1,0,0,0,0.65
1,34.0,na,0.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,31.0,R,571.0,5,0,110,5,0,0,0,1,2,Bi-Weekly,0,0,0,1,0,2.03
1,28.0,na,0.0,0,0,0,0,0,0,0,1,0,Weekly,0,0,0,0,0,0.0
0,25.0,na,590.0,0,0,0,0,1,0,0,1,2,Bi-Weekly,0,0,0,0,0,1.8
0,60.0,na,0.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,24.0,R,0.0,1,0,101,1,0,1,1,0,0,Semi-Monthly,0,0,0,1,0,2.23
1,24.0,na,0.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,1,0,0,0.0
1,26.0,O,429.0,7,0,33,7,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.5
0,37.0,R,539.0,0,0,50,0,0,0,0,1,0,Bi-Weekly,0,0,0,1,0,1.13
0,18.0,R,537.0,0,0,50,0,0,1,1,0,2,Weekly,0,0,0,1,0,1.2
0,53.0,na,0.0,0,0,0,0,0,1,1,1,0,Monthly,0,0,0,0,0,0.33
1,29.0,R,634.0,1,0,0,1,0,1,1,0,0,Bi-Weekly,0,0,0,1,0,1.4300000000000002
0,28.0,R,434.0,0,0,10,0,0,1,1,0,0,Bi-Weekly,0,0,0,1,0,0.37
0,32.0,na,531.0,0,0,52,0,0,0,0,0,0,Weekly,0,0,0,0,0,1.0
0,48.0,na,0.0,0,0,3,0,0,1,1,1,2,Bi-Weekly,0,0,0,0,0,0.06999999999999999
0,22.0,R,492.0,21,3,125,21,0,1,1,1,0,Weekly,0,0,0,0,0,2.17
0,22.0,R,533.0,12,0,49,12,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,1.1
0,38.0,R,619.0,0,0,28,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.63
0,25.0,na,0.0,0,0,21,0,0,0,0,1,2,Weekly,0,0,0,0,0,0.3
0,58.0,na,0.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.0
1,33.0,R,519.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,1,0,0,0,1.77
0,46.0,na,677.0,0,0,0,0,0,0,0,0,0,Semi-Monthly,0,0,0,0,0,1.83
0,29.0,na,556.0,0,0,15,0,0,1,1,1,0,na,0,0,0,0,0,0.6
0,27.0,O,540.0,25,1,78,25,0,1,1,0,0,Weekly,0,0,0,0,0,1.53
1,25.0,na,0.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.3
1,22.0,na,563.0,0,0,0,0,0,1,0,0,0,Monthly,1,0,0,0,0,0.0
0,33.0,R,0.0,0,0,15,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.33
0,24.0,na,516.0,0,0,0,0,0,0,0,1,0,Weekly,0,0,0,0,0,0.0
1,50.0,R,0.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,1.23
0,21.0,R,591.0,0,0,100,0,0,1,1,0,0,Bi-Weekly,0,0,0,1,0,1.0699999999999998
0,43.0,O,469.0,0,0,67,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,2.07
1,31.0,R,512.0,1,0,55,1,0,1,1,0,0,Semi-Monthly,0,0,0,0,0,1.0699999999999998
1,25.0,R,556.0,3,1,52,3,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.93
0,33.0,na,544.0,0,0,36,0,0,0,0,0,2,Monthly,0,0,0,0,0,0.9
1,24.0,O,532.0,1,0,16,1,1,0,0,0,3,Weekly,0,0,0,0,0,1.23
0,58.0,O,0.0,0,0,0,0,0,1,1,0,0,Monthly,0,0,0,1,0,2.1
1,30.0,R,506.0,0,0,4,0,1,1,1,1,0,na,0,0,0,0,0,1.23
1,25.0,na,526.0,0,0,0,0,0,1,1,1,0,Weekly,0,0,0,0,0,0.0
0,25.0,na,0.0,0,0,1,0,0,0,0,0,0,Semi-Monthly,0,0,0,0,0,0.03
1,35.0,R,513.0,0,0,0,0,0,1,1,1,0,Monthly,0,0,0,0,0,2.23
0,37.0,na,0.0,0,0,12,0,0,1,1,0,0,na,0,0,0,0,0,0.3
1,22.0,R,0.0,0,0,0,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.0
0,50.0,O,563.0,0,0,0,0,0,1,1,0,0,Weekly,0,0,0,0,0,2.2
1,38.0,na,503.0,0,0,0,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.03
0,52.0,O,568.0,12,7,18,12,0,1,1,0,2,Semi-Monthly,0,0,0,0,0,0.5700000000000001
1,37.0,na,545.0,1,0,4,1,0,1,1,0,0,Semi-Monthly,1,1,0,1,0,2.17
1,20.0,R,555.0,0,0,0,0,0,0,0,0,2,Bi-Weekly,0,0,0,0,0,0.16999999999999998
1,22.0,na,0.0,0,0,0,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.53
1,49.0,R,0.0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,1.6
1,38.0,na,0.0,0,0,6,0,0,0,0,1,0,Semi-Monthly,0,0,0,1,0,0.0
1,50.0,na,0.0,1,2,0,1,0,1,1,0,0,Semi-Monthly,0,0,0,0,0,1.1
0,56.0,na,489.0,2,1,7,2,0,1,1,0,3,Bi-Weekly,1,0,0,0,0,0.2
0,23.0,na,0.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,1,0,0.0
0,37.0,R,464.0,0,0,55,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.03
1,32.0,R,623.0,7,1,22,6,0,1,1,1,0,Semi-Monthly,0,0,0,0,0,0.33
1,50.0,na,525.0,0,0,54,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.03
0,74.0,na,0.0,0,0,0,0,0,1,0,0,0,Monthly,0,0,0,0,0,0.0
1,30.0,na,511.0,0,0,21,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.2
0,32.0,R,586.0,2,1,43,2,0,1,1,0,0,Monthly,0,0,0,0,0,0.0
1,32.0,R,0.0,0,0,0,0,0,1,1,0,2,Weekly,0,0,0,0,0,0.27
1,30.0,na,0.0,0,0,6,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.03
0,29.0,na,0.0,0,0,7,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.42
0,22.0,na,0.0,0,0,1,0,0,0,0,0,0,Semi-Monthly,0,0,0,1,0,0.0
1,28.0,na,608.0,0,0,44,0,0,0,0,1,3,na,0,0,0,0,0,2.07
0,25.0,na,526.0,0,0,0,0,0,1,1,1,0,Bi-Weekly,1,0,0,0,0,0.83
0,26.0,na,577.0,0,0,3,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.75
1,36.0,na,0.0,0,0,0,0,0,0,0,1,0,Semi-Monthly,0,0,0,0,0,0.4
1,28.0,R,0.0,0,0,37,0,0,1,1,0,0,na,1,0,0,0,0,0.77
0,24.0,R,524.0,0,0,18,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.37
0,19.0,na,580.0,2,1,46,2,0,1,1,0,0,na,0,0,0,0,0,0.97
0,20.0,R,626.0,20,3,49,20,0,1,1,0,0,Monthly,0,0,0,0,0,0.5
1,38.0,O,590.0,0,0,0,0,1,1,1,1,0,Bi-Weekly,0,0,0,1,0,1.33
0,49.0,O,605.0,44,2,52,44,0,0,0,1,0,Bi-Weekly,0,0,0,1,0,1.83
1,53.0,na,606.0,0,0,0,0,0,0,0,0,2,na,0,0,0,0,0,0.1
1,37.0,na,0.0,0,0,5,0,0,1,1,0,0,na,0,0,0,0,0,0.0
0,33.0,na,0.0,0,0,31,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.8199999999999998
0,35.0,na,521.0,0,0,0,0,0,0,0,0,0,Monthly,0,0,0,0,0,0.0
0,27.0,R,495.0,5,0,102,5,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.23
1,20.0,R,532.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.03
1,31.0,R,540.0,28,0,0,27,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.63
1,25.0,na,0.0,0,0,0,0,0,1,1,1,2,Bi-Weekly,0,0,0,0,0,0.06999999999999999
1,33.0,na,541.0,0,0,3,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,19.0,na,0.0,0,0,12,0,0,0,0,0,0,na,0,0,0,0,0,0.8
0,28.0,na,534.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.23
0,26.0,na,584.0,0,0,81,0,0,1,1,0,0,Bi-Weekly,1,0,0,0,0,1.23
1,27.0,R,562.0,1,0,0,1,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,2.23
1,27.0,na,495.0,0,0,169,0,0,1,1,0,2,na,0,0,0,0,0,1.77
0,24.0,R,613.0,0,0,21,0,0,0,0,0,0,Monthly,0,0,0,0,0,0.41
1,23.0,na,548.0,0,0,48,0,0,1,1,0,0,Weekly,0,0,0,0,0,1.03
1,46.0,na,0.0,0,0,0,0,0,1,1,1,0,na,0,0,0,0,0,0.0
0,40.0,R,553.0,7,1,34,7,0,0,0,0,0,Semi-Monthly,0,0,0,0,0,0.79
0,33.0,na,0.0,0,0,6,0,0,1,1,1,0,Semi-Monthly,0,0,0,1,0,0.16999999999999998
0,39.0,na,479.0,1,0,87,1,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.63
0,32.0,R,551.0,0,0,0,0,2,1,1,1,2,Semi-Monthly,0,0,0,0,0,1.9
0,31.0,O,650.0,9,3,10,9,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.89
0,25.0,na,0.0,0,0,43,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.53
1,37.0,na,553.0,0,0,2,0,0,0,0,1,0,na,0,0,0,0,0,0.06999999999999999
1,35.0,na,533.0,0,0,0,0,1,1,1,1,0,Weekly,0,1,0,0,0,1.67
0,35.0,na,0.0,0,0,82,0,0,1,1,1,0,Bi-Weekly,0,0,0,1,0,1.5699999999999998
1,45.0,na,0.0,0,0,0,0,0,1,1,1,2,Monthly,0,0,0,0,0,1.47
0,26.0,O,480.0,0,0,3,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.06999999999999999
1,27.0,R,0.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.23
0,52.0,na,536.0,4,2,135,4,0,1,1,0,0,na,0,0,0,0,0,1.93
1,51.0,R,0.0,2,1,54,2,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.37
0,28.0,R,561.0,17,4,92,17,0,1,1,0,0,Bi-Weekly,0,0,0,1,0,1.97
0,26.0,na,561.0,0,0,0,0,0,0,0,0,0,Semi-Monthly,0,0,0,0,0,0.0
1,60.0,na,0.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,25.0,R,627.0,0,0,68,0,0,1,1,0,0,Weekly,0,0,0,1,0,1.87
1,29.0,na,539.0,1,0,38,1,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.97
1,26.0,na,543.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.9
1,32.0,R,550.0,0,0,14,0,0,1,1,1,0,Bi-Weekly,0,0,0,1,0,1.17
1,25.0,na,0.0,0,0,0,0,0,0,0,0,0,Weekly,0,0,0,0,0,0.67
0,30.0,R,482.0,1,0,75,1,0,1,1,0,0,Weekly,0,0,0,0,0,0.97
1,23.0,R,537.0,0,0,9,0,0,0,0,0,2,Bi-Weekly,0,0,0,0,0,0.13
1,60.0,na,545.0,0,0,0,0,0,1,1,1,0,na,0,0,0,1,0,1.73
0,27.0,na,563.0,0,0,1,0,0,1,1,1,3,Weekly,0,0,0,0,0,0.0
1,39.0,O,524.0,8,0,25,8,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.0699999999999998
0,45.0,na,647.0,0,0,44,0,0,1,1,0,2,Bi-Weekly,0,0,0,0,0,1.23
0,30.0,na,0.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,37.0,na,0.0,1,0,23,1,0,1,1,0,0,na,0,0,0,0,0,0.8800000000000002
0,50.0,R,582.0,3,0,165,3,0,1,1,0,3,Semi-Monthly,0,0,0,1,0,2.23
1,40.0,R,0.0,0,0,0,0,0,1,1,1,0,na,0,0,0,0,0,0.03
1,25.0,R,609.0,0,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,0,2.43
1,23.0,R,586.0,42,2,60,41,0,1,1,1,0,Bi-Weekly,0,0,0,1,0,1.13
