churn,age,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,web_user,app_web_user,ios_user,registered_phones,cancelled_loan,received_loan,rejected_loan,left_for_two_month_plus,left_for_one_month,reward_rate,housing_O,housing_R,housing_na,payment_type_Bi-Weekly,payment_type_Monthly,payment_type_Semi-Monthly,payment_type_Weekly,payment_type_na
0,29.0,0.0,0,0,47,0,0,1,1,0,0,0,0,0,0,0,0.93,0,0,1,0,0,0,1,0
0,41.0,577.0,0,0,143,0,0,1,1,0,0,0,0,0,0,0,2.1,0,0,1,0,0,0,0,1
1,26.0,576.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.67,0,1,0,1,0,0,0,0
1,38.0,489.0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,2.13,0,1,0,1,0,0,0,0
1,23.0,500.0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0.93,0,1,0,1,0,0,0,0
0,48.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
0,43.0,511.0,0,0,25,0,0,1,1,1,0,0,0,0,0,0,0.27,0,1,0,1,0,0,0,0
0,50.0,542.0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0.83,1,0,0,0,0,0,0,1
1,32.0,500.0,0,0,1,0,0,1,1,1,3,0,0,0,0,0,0.8,0,1,0,0,0,0,0,1
1,34.0,455.0,0,0,26,0,0,1,1,0,0,0,0,0,0,0,0.3,0,1,0,1,0,0,0,0
1,23.0,579.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06999999999999999,0,0,1,0,0,0,1,0
1,36.0,527.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
0,25.0,599.0,8,1,88,8,0,0,0,1,2,0,0,0,0,0,1.63,1,0,0,0,0,1,0,0
0,38.0,572.0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2.27,0,0,1,1,0,0,0,0
0,37.0,0.0,6,0,14,6,0,1,1,0,0,0,0,0,0,0,0.75,0,0,1,1,0,0,0,0
0,37.0,616.0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1.23,0,0,1,1,0,0,0,0
0,26.0,557.0,37,1,51,36,0,1,1,1,0,0,0,0,0,0,1.53,0,1,0,1,0,0,0,0
0,28.0,609.0,1,0,25,1,0,0,0,1,2,0,0,0,0,0,0.8199999999999998,0,1,0,0,0,1,0,0
0,27.0,0.0,0,0,8,0,0,1,1,0,3,0,0,0,0,0,0.27,0,0,1,1,0,0,0,0
0,47.0,640.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0
1,30.0,507.0,0,0,57,0,0,0,0,1,3,0,0,0,0,0,1.4,0,0,1,1,0,0,0,0
0,34.0,548.0,4,0,41,4,0,1,1,1,2,0,0,0,0,0,0.97,0,0,1,0,0,0,1,0
0,27.0,514.0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,0,0,0,0,1
1,19.0,519.0,3,0,31,3,0,0,0,0,0,0,0,0,0,0,0.27,0,1,0,1,0,0,0,0
1,22.0,452.0,7,0,14,6,0,0,0,0,0,0,0,0,1,0,0.23,0,1,0,1,0,0,0,0
0,26.0,0.0,4,0,80,4,0,1,1,0,0,0,0,0,0,0,1.73,0,1,0,1,0,0,0,0
1,23.0,554.0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,2.17,0,0,1,0,0,1,0,0
0,25.0,585.0,21,4,48,21,0,0,0,0,3,0,0,0,0,0,0.87,0,1,0,0,0,0,0,1
0,30.0,607.0,14,1,96,14,0,1,1,0,0,0,0,0,0,0,1.97,0,1,0,0,0,0,0,1
1,37.0,565.0,0,0,21,0,0,1,1,1,0,0,0,0,0,0,0.47,0,0,1,0,0,0,0,1
0,23.0,587.0,0,0,29,0,0,1,1,1,0,0,0,0,0,0,0.8,0,0,1,0,0,1,0,0
0,23.0,487.0,1,0,9,1,0,0,0,1,0,0,0,0,0,0,0.14,0,0,1,0,0,0,0,1
0,24.0,456.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1.53,0,0,1,1,0,0,0,0
0,22.0,567.0,11,0,135,11,0,1,1,0,0,0,0,0,0,0,2.07,0,1,0,1,0,0,0,0
1,26.0,516.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,0,1,1,0,0,0,0
0,31.0,597.0,0,0,6,0,0,1,1,1,0,0,0,0,0,0,0.5700000000000001,0,0,1,0,0,1,0,0
1,20.0,646.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,1,0,0,0,1,0,0,0
1,20.0,522.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,1,1,0,0,0,0
1,34.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.3,0,0,1,0,0,0,1,0
0,44.0,0.0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0.29,0,0,1,0,0,1,0,0
0,21.0,640.0,14,2,111,14,0,1,1,1,0,0,0,0,0,0,1.67,0,1,0,1,0,0,0,0
0,37.0,0.0,0,0,51,0,0,0,0,1,0,0,0,0,0,0,0.6,0,0,1,1,0,0,0,0
0,25.0,0.0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,1,0,0,0,0,1
0,28.0,0.0,4,0,7,4,0,1,1,0,0,0,0,0,0,0,1.0,0,1,0,1,0,0,0,0
1,29.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
1,28.0,574.0,1,0,58,1,0,0,0,1,0,0,0,0,0,0,1.83,0,0,1,0,0,0,0,1
0,27.0,528.0,0,0,61,0,0,1,1,1,2,0,0,0,0,0,2.07,0,0,1,1,0,0,0,0
0,39.0,533.0,22,0,107,22,0,1,1,1,0,0,0,0,1,0,1.4,0,0,1,1,0,0,0,0
0,30.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1
0,22.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,1,0
1,52.0,480.0,41,0,90,38,0,1,1,0,0,0,0,0,0,0,2.13,1,0,0,0,0,0,0,1
1,26.0,539.0,5,0,11,5,0,0,0,0,0,0,0,0,0,0,0.3,0,1,0,0,0,0,1,0
0,19.0,531.0,0,0,48,0,0,1,1,0,0,0,0,0,1,0,0.9,0,1,0,1,0,0,0,0
0,34.0,613.0,0,0,81,0,0,1,1,1,3,0,0,0,0,0,1.37,0,1,0,1,0,0,0,0
0,25.0,545.0,0,0,35,0,0,1,1,0,0,0,0,0,0,0,0.23,0,1,0,0,0,0,0,1
0,32.0,502.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.1,0,1,0,0,1,0,0,0
1,25.0,659.0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0.53,0,0,1,1,0,0,0,0
0,39.0,0.0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,2.23,0,0,1,0,1,0,0,0
0,23.0,485.0,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0.78,0,0,1,1,0,0,0,0
0,25.0,552.0,0,0,29,0,0,1,1,0,0,0,0,0,1,0,1.17,0,1,0,1,0,0,0,0
0,37.0,491.0,44,0,53,43,0,1,1,1,3,0,0,0,0,0,1.5,0,1,0,0,0,0,0,1
0,24.0,575.0,14,3,35,14,0,1,1,1,0,1,0,0,0,0,0.91,1,0,0,0,0,1,0,0
1,33.0,600.0,1,0,60,1,0,1,1,0,2,0,0,0,0,0,0.83,0,1,0,0,0,0,1,0
1,27.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,1,0,0,1,0,0
0,24.0,559.0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1.83,0,1,0,1,0,0,0,0
1,54.0,532.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.7,0,0,1,0,0,1,0,0
1,49.0,553.0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1.0,0,1,0,1,0,0,0,0
0,42.0,0.0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,2.23,1,0,0,0,0,0,0,1
0,56.0,480.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1.5699999999999998,0,0,1,0,0,0,1,0
0,31.0,530.0,10,0,100,10,0,1,1,1,0,0,0,0,0,0,1.03,0,1,0,0,0,0,0,1
1,18.0,557.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.37,0,0,1,0,0,0,1,0
0,38.0,520.0,5,2,32,3,0,1,1,1,3,0,0,0,0,0,0.87,0,1,0,0,0,0,0,1
0,27.0,549.0,1,1,23,1,0,0,0,1,0,0,0,0,0,0,0.8,0,0,1,0,0,0,0,1
0,35.0,523.0,0,0,59,0,0,1,1,0,0,0,0,0,0,0,0.93,0,1,0,1,0,0,0,0
1,37.0,486.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,1,0,1,0,0,0
0,32.0,539.0,0,0,53,0,0,1,1,0,2,0,0,0,0,0,1.03,0,0,1,1,0,0,0,0
0,26.0,567.0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0.03,0,1,0,1,0,0,0,0
1,45.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.55,0,0,1,1,0,0,0,0
0,23.0,649.0,41,0,27,40,0,1,1,0,0,0,0,0,0,0,2.0,0,1,0,0,0,0,1,0
0,24.0,0.0,18,1,28,18,0,0,0,0,0,0,0,0,0,0,0.89,0,1,0,1,0,0,0,0
1,33.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
0,29.0,564.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.73,1,0,0,0,0,0,1,0
0,46.0,0.0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,1,1,0,0,0,0
0,22.0,0.0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,1
0,40.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1.1,1,0,0,0,1,0,0,0
0,25.0,573.0,1,0,96,1,0,0,0,0,0,0,0,0,0,0,1.6,0,0,1,0,0,0,0,1
0,27.0,599.0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0.73,0,1,0,1,0,0,0,0
0,37.0,576.0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,1,0,0,0,0,1
1,39.0,501.0,1,0,31,1,0,1,1,1,0,0,0,0,0,0,0.33,0,1,0,0,0,0,0,1
1,26.0,570.0,3,0,0,3,0,1,1,0,0,0,0,0,0,0,0.77,0,0,1,0,0,1,0,0
1,57.0,557.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,1,0,0,0,1,0
0,47.0,586.0,0,0,25,0,0,1,1,0,0,0,0,0,0,0,0.72,1,0,0,0,0,1,0,0
1,22.0,542.0,0,0,5,0,0,1,1,0,0,0,0,0,1,0,0.33,0,0,1,1,0,0,0,0
0,45.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0,0,1,0,0,0,1,0
0,20.0,656.0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0.33,0,1,0,1,0,0,0,0
1,35.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.03,0,0,1,1,0,0,0,0
1,30.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5700000000000001,0,1,0,1,0,0,0,0
0,38.0,0.0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,1,0,0,1,0,0
1,27.0,553.0,1,1,63,1,0,0,0,1,0,0,0,0,0,0,0.5700000000000001,0,0,1,0,0,0,1,0
0,19.0,537.0,6,0,97,6,0,1,1,0,2,0,0,0,0,0,2.03,0,1,0,1,0,0,0,0
0,22.0,484.0,2,0,11,2,0,1,1,1,0,0,0,0,0,0,0.27,0,0,1,1,0,0,0,0
0,37.0,644.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2.27,0,1,0,0,1,0,0,0
1,23.0,0.0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0.0,0,0,1,0,0,1,0,0
0,28.0,716.0,12,1,91,12,0,1,1,0,4,0,0,0,0,0,1.23,0,1,0,0,0,1,0,0
0,51.0,0.0,0,0,20,0,0,1,1,1,0,0,0,0,0,1,0.8,0,0,1,0,0,0,1,0
1,31.0,465.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,1,0,0,1,0,0
0,22.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,1,0
0,22.0,493.0,0,0,45,0,0,0,0,1,0,0,0,0,0,0,1.17,0,1,0,0,0,0,0,1
1,49.0,598.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0.06999999999999999,0,0,1,0,0,1,0,0
0,56.0,521.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
1,27.0,553.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.4300000000000002,0,1,0,1,0,0,0,0
1,34.0,0.0,2,1,8,2,0,0,0,0,0,0,0,0,0,0,0.27,0,0,1,1,0,0,0,0
0,24.0,500.0,0,0,80,0,0,0,0,1,2,0,0,0,0,0,1.4,0,0,1,0,0,0,1,0
1,24.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8,0,1,0,1,0,0,0,0
0,21.0,656.0,3,0,16,3,0,1,1,1,0,0,0,0,0,0,0.47,0,0,1,0,0,1,0,0
1,56.0,561.0,1,2,16,1,0,1,1,1,0,0,0,0,0,0,0.2,1,0,0,0,0,0,1,0
0,26.0,552.0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,1,0,0,0,0,1
0,24.0,452.0,1,0,138,1,0,1,1,0,0,0,0,0,0,0,1.87,0,1,0,1,0,0,0,0
1,58.0,0.0,3,2,13,3,0,0,0,1,0,0,0,0,0,0,0.16999999999999998,0,0,1,0,0,0,0,1
1,25.0,0.0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0.23,0,0,1,1,0,0,0,0
0,36.0,584.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2.2,0,1,0,1,0,0,0,0
1,26.0,500.0,1,0,18,1,0,0,0,1,0,0,0,0,0,0,1.47,0,1,0,1,0,0,0,0
1,28.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.6,0,1,0,1,0,0,0,0
1,27.0,528.0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1.33,0,1,0,0,0,0,1,0
0,20.0,511.0,0,0,26,0,0,1,1,0,2,1,0,0,1,0,0.53,0,0,1,1,0,0,0,0
1,41.0,606.0,18,1,6,18,0,0,0,0,0,0,0,0,1,0,1.87,1,0,0,1,0,0,0,0
0,41.0,0.0,8,8,132,8,0,1,1,1,0,0,0,0,1,0,2.1,0,0,1,1,0,0,0,0
0,27.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,1,0
1,45.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.47,0,0,1,1,0,0,0,0
0,33.0,647.0,7,0,80,7,0,1,1,1,0,0,0,0,0,0,1.2,1,0,0,0,1,0,0,0
1,23.0,482.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1.73,0,0,1,1,0,0,0,0
0,34.0,550.0,3,0,90,3,0,0,0,1,2,0,0,0,1,0,1.5,0,1,0,0,0,0,1,0
1,28.0,613.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.4,0,1,0,0,0,1,0,0
0,24.0,736.0,45,2,53,45,0,0,0,0,0,0,0,0,1,0,1.73,1,0,0,1,0,0,0,0
0,30.0,562.0,0,0,38,0,0,1,1,1,2,0,0,0,1,0,1.7,0,1,0,1,0,0,0,0
0,24.0,564.0,7,4,101,7,0,0,0,0,0,0,0,0,1,0,1.8,0,1,0,0,0,0,1,0
1,26.0,418.0,7,0,9,7,0,0,0,1,0,0,0,0,1,0,0.33,0,0,1,1,0,0,0,0
1,45.0,565.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.13,1,0,0,1,0,0,0,0
0,38.0,567.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2.5,0,1,0,0,0,0,1,0
1,24.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.33,0,0,1,0,0,0,1,0
0,37.0,0.0,0,0,21,0,0,1,1,0,0,0,0,0,0,0,1.8,1,0,0,0,0,1,0,0
0,19.0,488.0,1,1,17,1,0,0,0,0,0,0,0,0,0,0,0.85,0,0,1,0,0,0,0,1
1,51.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,1,1,0,0,0,0
1,35.0,0.0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
1,29.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.87,0,0,1,0,0,1,0,0
0,39.0,640.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.53,0,1,0,0,0,0,1,0
0,43.0,511.0,0,0,47,0,0,1,1,0,0,0,0,0,0,0,1.53,0,1,0,0,0,0,0,1
1,29.0,496.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
0,45.0,509.0,1,0,60,1,0,0,0,1,2,0,0,0,0,0,1.13,0,0,1,0,0,0,1,0
1,35.0,570.0,13,0,32,13,0,1,1,1,0,0,0,0,0,0,1.0,0,1,0,1,0,0,0,0
1,21.0,556.0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0.53,0,1,0,1,0,0,0,0
0,24.0,518.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
1,24.0,522.0,0,0,86,0,0,1,1,0,4,0,0,0,0,0,1.9,0,1,0,0,1,0,0,0
0,27.0,516.0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0.4,0,0,1,1,0,0,0,0
0,26.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
1,48.0,506.0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0.13,0,0,1,1,0,0,0,0
0,29.0,524.0,6,0,128,6,0,1,1,1,2,0,0,0,1,0,2.0,1,0,0,1,0,0,0,0
0,33.0,652.0,2,0,164,2,0,1,1,1,0,0,0,0,0,0,1.83,1,0,0,0,0,1,0,0
1,41.0,425.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,1,0,0
1,42.0,598.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1.83,0,0,1,0,0,0,1,0
0,35.0,587.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.23,0,1,0,1,0,0,0,0
0,30.0,490.0,34,2,308,33,0,0,0,1,0,0,0,0,0,0,2.23,0,1,0,1,0,0,0,0
0,27.0,464.0,1,0,30,1,0,0,0,1,0,0,0,0,0,0,0.37,0,1,0,0,0,1,0,0
0,32.0,508.0,1,1,6,1,0,0,0,0,0,0,0,0,1,0,0.1,0,1,0,0,0,0,1,0
0,38.0,566.0,0,0,36,0,0,1,1,0,0,0,0,0,0,0,0.9,0,0,1,1,0,0,0,0
0,36.0,648.0,0,0,236,0,0,0,0,0,0,0,0,0,1,0,2.2,0,0,1,1,0,0,0,0
0,24.0,0.0,60,1,76,53,0,0,0,0,0,0,0,0,0,0,2.07,0,1,0,0,0,0,1,0
1,48.0,467.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.9,0,1,0,1,0,0,0,0
1,30.0,505.0,0,0,0,0,4,1,1,1,0,0,0,0,0,1,1.23,0,1,0,1,0,0,0,0
0,52.0,597.0,41,0,38,41,0,1,1,1,2,0,1,0,0,0,2.17,0,1,0,1,0,0,0,0
0,21.0,529.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.07,0,1,0,0,0,0,0,1
1,27.0,532.0,5,0,32,5,0,1,1,0,0,0,0,0,1,0,1.5,0,1,0,1,0,0,0,0
0,50.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
0,61.0,540.0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0.1,0,0,1,1,0,0,0,0
0,31.0,485.0,12,8,93,11,0,1,1,1,2,0,0,0,0,0,1.5699999999999998,0,0,1,0,0,0,1,0
0,26.0,569.0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0.78,0,0,1,0,0,0,0,1
0,34.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
1,21.0,520.0,6,0,40,6,0,1,1,0,0,0,0,0,0,0,0.43,0,1,0,0,1,0,0,0
1,26.0,779.0,31,5,73,30,0,0,0,0,2,0,0,0,0,0,1.53,0,1,0,0,0,0,0,1
1,47.0,654.0,8,0,55,8,0,1,1,1,0,0,0,0,1,0,1.67,1,0,0,0,1,0,0,0
0,46.0,560.0,56,5,68,56,0,1,1,0,2,0,0,0,0,0,2.2,0,1,0,1,0,0,0,0
0,28.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1
0,31.0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,0,0,0,1,0
0,29.0,569.0,3,0,79,3,0,1,1,0,2,0,0,0,0,0,1.0,0,1,0,1,0,0,0,0
1,35.0,585.0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0.23,0,0,1,0,0,0,1,0
1,25.0,526.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,1,0,0,0,0,0,1
0,32.0,559.0,2,0,81,2,0,1,1,1,0,0,0,0,1,0,0.93,0,1,0,0,0,0,1,0
1,23.0,440.0,7,1,56,7,0,0,0,0,0,0,0,0,0,0,0.4,0,1,0,1,0,0,0,0
1,29.0,485.0,11,0,46,11,0,0,0,0,0,0,0,0,0,0,0.87,0,1,0,0,0,0,0,1
0,29.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0,0,1,1,0,0,0,0
0,24.0,546.0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,1.53,0,1,0,1,0,0,0,0
0,30.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
1,31.0,460.0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2.07,0,1,0,1,0,0,0,0
0,23.0,551.0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,1,0,0,1,0,0
1,35.0,554.0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1.3,0,1,0,1,0,0,0,0
0,21.0,499.0,18,4,31,17,0,1,1,1,3,0,0,0,0,0,0.9,1,0,0,0,0,0,0,1
1,20.0,526.0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,1,0,1,0,0,0
0,20.0,0.0,3,1,17,3,0,1,1,0,0,0,0,0,0,0,0.5,0,1,0,0,0,1,0,0
1,20.0,555.0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0.4,0,0,1,0,0,0,1,0
0,21.0,583.0,0,0,78,0,0,1,1,1,0,0,0,0,0,0,1.63,0,0,1,0,0,0,0,1
1,31.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.11,0,0,1,1,0,0,0,0
0,30.0,584.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,0,0,0,0,1
1,25.0,519.0,0,0,24,0,0,0,0,1,0,0,1,0,0,0,0.5700000000000001,0,0,1,1,0,0,0,0
1,29.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.97,0,0,1,0,0,0,1,0
1,29.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.06999999999999999,0,0,1,0,0,0,1,0
1,32.0,521.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
1,23.0,509.0,0,0,10,0,0,1,1,0,2,0,0,0,0,0,0.16999999999999998,0,1,0,0,1,0,0,0
1,21.0,494.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,1,0,1,0,0,0,0
0,25.0,536.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,1,1,0,0,0,0
0,56.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
0,45.0,0.0,9,2,10,9,0,1,1,0,0,0,0,0,0,0,0.33,0,0,1,0,1,0,0,0
1,32.0,506.0,17,1,78,17,0,1,1,0,0,0,0,0,0,0,1.37,0,1,0,0,0,0,0,1
1,22.0,611.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2.27,0,1,0,0,0,0,0,1
0,23.0,474.0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,1,0,0,0,0
1,29.0,0.0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0.23,0,1,0,0,1,0,0,0
0,32.0,0.0,1,0,70,0,0,1,1,0,0,0,0,0,0,0,2.17,0,1,0,1,0,0,0,0
1,20.0,0.0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0.53,0,0,1,0,0,0,1,0
0,41.0,623.0,1,0,103,1,0,0,0,0,2,0,0,0,0,0,2.0,1,0,0,1,0,0,0,0
0,30.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2.33,0,1,0,0,0,0,1,0
1,19.0,0.0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0.04,0,0,1,1,0,0,0,0
1,59.0,569.0,1,4,16,1,0,1,1,1,0,0,0,0,0,0,0.23,0,1,0,1,0,0,0,0
1,35.0,532.0,0,0,18,0,0,1,1,0,0,0,0,0,0,0,0.3,0,1,0,0,0,1,0,0
0,19.0,0.0,0,0,21,0,0,1,1,0,0,0,0,0,0,0,0.43,0,0,1,1,0,0,0,0
0,23.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.03,0,0,1,1,0,0,0,0
0,30.0,0.0,22,3,64,22,0,0,0,0,0,0,0,0,0,0,1.5,0,0,1,1,0,0,0,0
0,22.0,637.0,1,0,232,1,0,1,1,1,0,0,0,0,0,0,2.17,0,1,0,0,0,0,0,1
0,42.0,556.0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1.0699999999999998,0,1,0,0,0,0,0,1
0,32.0,0.0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0.06999999999999999,1,0,0,0,0,0,0,1
0,44.0,538.0,4,3,21,4,0,1,1,1,0,0,0,0,0,0,0.53,0,1,0,1,0,0,0,0
1,45.0,503.0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1.97,0,0,1,1,0,0,0,0
0,30.0,474.0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.06999999999999999,0,0,1,0,0,0,1,0
0,27.0,521.0,0,0,74,0,0,0,0,0,0,0,0,0,1,0,1.23,0,1,0,0,0,1,0,0
0,63.0,620.0,0,0,7,0,0,1,1,1,2,0,0,0,0,0,0.16999999999999998,0,0,1,0,0,0,0,1
0,35.0,536.0,3,0,57,3,0,1,1,0,0,0,0,0,1,0,0.0,0,1,0,0,1,0,0,0
0,36.0,0.0,2,1,3,2,0,0,0,1,0,0,0,0,0,0,0.06,0,0,1,1,0,0,0,0
1,21.0,646.0,11,0,60,11,0,1,1,1,0,0,0,0,0,0,2.0,1,0,0,0,0,0,1,0
