age,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,web_user,app_web_user,ios_user,registered_phones,cancelled_loan,received_loan,rejected_loan,left_for_two_month_plus,left_for_one_month,reward_rate,housing_O,housing_R,payment_type_Bi-Weekly,payment_type_Monthly,payment_type_Semi-Monthly,payment_type_Weekly
25.0,0.0,0,0,18,0,0,1,1,1,2,0,0,0,0,0,0.27,0,0,1,0,0,0
22.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.3,0,0,0,0,0,0
31.0,554.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1.0699999999999998,0,1,0,0,0,0
25.0,521.0,9,1,11,9,0,0,0,1,0,0,0,0,1,0,0.7,0,1,0,0,0,1
24.0,597.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6,0,1,0,0,0,0
38.0,0.0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1
49.0,534.0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,2.0,0,0,1,0,0,0
19.0,0.0,0,0,37,0,0,0,0,0,2,0,0,0,0,0,0.87,0,0,1,0,0,0
26.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0.41,0,0,0,0,0,1
28.0,492.0,0,0,63,0,0,1,1,0,2,0,0,0,0,0,0.73,0,1,0,0,1,0
30.0,588.0,1,0,8,1,0,0,0,0,0,0,0,0,1,0,1.93,0,0,0,1,0,0
25.0,601.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,1,1,0,0,0
32.0,560.0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0.73,0,1,1,0,0,0
26.0,484.0,0,0,47,0,0,0,0,1,0,0,0,0,0,0,0.47,0,0,0,0,0,0
32.0,0.0,0,0,12,0,0,1,1,1,0,0,0,0,0,0,0.06999999999999999,0,1,0,1,0,0
22.0,518.0,1,0,4,1,0,1,1,0,0,0,0,0,0,0,0.67,0,1,0,0,0,1
29.0,0.0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0.25,0,0,1,0,0,0
29.0,595.0,19,2,59,18,0,0,0,1,0,0,0,0,0,0,0.67,0,1,0,0,0,0
19.0,0.0,7,1,73,7,0,1,1,0,0,0,0,0,0,0,1.03,0,1,0,1,0,0
24.0,522.0,0,0,86,0,0,1,1,0,4,0,0,0,0,0,1.9,0,1,0,1,0,0
40.0,538.0,0,0,185,0,0,1,1,0,0,0,0,0,0,0,1.4300000000000002,0,1,1,0,0,0
34.0,485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,1,0,0
19.0,537.0,4,1,6,4,0,1,1,1,2,0,0,0,0,0,0.16999999999999998,0,1,0,1,0,0
44.0,549.0,0,0,6,0,0,1,1,1,0,0,0,0,0,0,0.27,0,0,0,0,0,1
36.0,495.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0
22.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,1,0,0,0
27.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
29.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.37,0,0,0,0,1,0
39.0,545.0,11,0,0,10,0,1,1,1,0,0,0,0,0,1,1.17,0,1,0,0,0,0
35.0,532.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0
38.0,521.0,0,0,195,0,0,1,1,0,0,0,0,0,0,0,1.9,0,1,1,0,0,0
53.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,1,0,0
26.0,0.0,0,0,33,0,0,1,1,0,0,0,0,0,0,0,0.73,0,0,1,0,0,0
43.0,480.0,0,0,14,0,0,1,1,1,0,0,0,0,1,0,1.7,0,1,1,0,0,0
32.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0
32.0,462.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.43,0,1,0,0,0,1
41.0,0.0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1.03,0,0,1,0,0,0
29.0,596.0,0,0,10,0,0,1,1,0,2,0,0,0,0,0,0.37,0,0,0,0,0,1
29.0,515.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.2,0,0,0,0,1,0
21.0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,1,0,0,0
25.0,495.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2.53,1,0,1,0,0,0
25.0,489.0,2,0,109,2,0,0,0,1,0,0,0,0,0,0,0.5700000000000001,0,1,0,0,0,1
47.0,458.0,0,0,29,0,0,1,1,0,0,0,0,0,0,0,1.0,1,0,1,0,0,0
35.0,596.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5,0,1,0,0,0,1
27.0,600.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.77,0,0,1,0,0,0
34.0,0.0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0.5700000000000001,0,0,1,0,0,0
32.0,593.0,10,3,41,10,0,0,0,1,0,1,0,0,0,0,0.9,1,0,0,0,1,0
25.0,479.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0,1,0,0,0,0
33.0,584.0,13,0,88,13,0,1,1,0,0,0,0,0,1,0,1.23,0,0,0,1,0,0
21.0,0.0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0.0,0,0,1,0,0,0
23.0,495.0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0.43,0,0,1,0,0,0
22.0,485.0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0.2,0,0,0,1,0,0
24.0,533.0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0.5,0,1,1,0,0,0
40.0,0.0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0.93,0,0,0,0,1,0
30.0,594.0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,1.23,0,0,0,0,1,0
39.0,522.0,12,1,8,12,2,1,1,1,0,0,0,0,0,0,1.47,0,1,0,0,0,1
24.0,592.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,1,0,1,0,0,0
29.0,603.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0.87,1,0,1,0,0,0
25.0,0.0,2,0,70,2,0,1,1,0,0,0,0,0,0,0,0.87,0,0,0,0,0,1
19.0,0.0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0.06999999999999999,0,0,1,0,0,0
22.0,444.0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,1,0,0,0
30.0,515.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2.03,0,1,1,0,0,0
46.0,433.0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,2.23,0,1,0,0,0,0
32.0,534.0,11,0,1,11,1,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,1
57.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
65.0,523.0,1,0,59,1,0,1,1,0,2,0,0,0,0,0,0.93,0,0,0,1,0,0
22.0,533.0,0,0,13,0,0,0,0,1,0,0,0,0,1,0,0.97,0,1,1,0,0,0
21.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0
36.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0
41.0,641.0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,2.03,1,0,1,0,0,0
45.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,1
33.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.3,0,0,1,0,0,0
36.0,514.0,2,2,3,2,0,1,1,1,0,0,0,0,0,0,0.06999999999999999,0,1,0,0,0,0
24.0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,1
45.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.4300000000000002,0,0,1,0,0,0
20.0,0.0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0.53,0,1,0,0,0,1
40.0,572.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2.23,1,0,0,0,0,1
39.0,481.0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1.1,0,1,0,0,0,1
33.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0,0,0
21.0,528.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,0,0,0,1
38.0,562.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.07,1,0,0,0,0,1
27.0,528.0,0,0,10,0,0,1,1,0,0,0,0,0,0,0,0.8,0,1,1,0,0,0
24.0,554.0,0,0,68,0,0,0,0,0,2,0,0,0,0,0,1.03,0,1,1,0,0,0
42.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0
32.0,540.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1.23,0,1,1,0,0,0
41.0,547.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1.4300000000000002,0,0,0,0,0,0
35.0,560.0,0,0,25,0,0,1,1,0,2,0,0,0,1,0,0.2,0,0,0,1,0,0
54.0,541.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0.13,0,1,1,0,0,0
40.0,485.0,10,0,65,9,0,1,1,1,0,0,0,0,0,0,0.97,0,1,0,0,0,1
27.0,633.0,0,0,35,0,0,1,1,0,0,0,0,0,0,0,0.97,0,0,1,0,0,0
29.0,544.0,0,0,0,0,4,1,1,1,0,0,0,1,0,0,1.87,0,1,0,0,0,1
41.0,522.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,1,0,0,0
30.0,596.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0
28.0,555.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1.47,0,1,0,1,0,0
29.0,479.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.83,0,1,0,0,0,1
47.0,503.0,12,7,54,11,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,0,0,0
24.0,576.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.13,0,1,1,0,0,0
39.0,0.0,1,0,56,1,0,1,1,1,2,0,0,0,1,0,0.97,0,0,1,0,0,0
27.0,496.0,0,0,30,0,0,1,1,0,0,0,0,0,0,0,0.67,0,0,1,0,0,0
30.0,574.0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0
24.0,434.0,13,0,29,13,0,1,1,0,0,0,0,0,0,0,0.93,0,1,1,0,0,0
26.0,0.0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1.5699999999999998,0,1,0,0,0,0
27.0,523.0,0,0,16,0,0,1,1,0,0,0,0,0,0,0,0.5700000000000001,0,0,0,0,1,0
64.0,552.0,2,3,6,2,0,1,1,1,2,0,0,0,0,0,0.13,0,1,1,0,0,0
30.0,475.0,0,0,30,0,0,1,1,1,0,0,0,0,0,0,0.47,0,1,0,0,0,0
60.0,541.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0.67,0,0,1,0,0,0
24.0,499.0,0,0,78,0,0,0,0,0,3,0,0,0,0,0,1.6,0,0,1,0,0,0
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1,0,0,0
31.0,517.0,1,0,46,1,0,1,1,0,0,0,0,0,0,0,0.4,0,0,0,0,0,1
34.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0
39.0,515.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,1,0,0,0
32.0,602.0,0,0,0,0,2,1,1,1,0,0,1,0,1,1,0.87,1,0,0,0,0,0
42.0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1.77,0,0,0,0,1,0
28.0,0.0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0.06999999999999999,0,0,1,0,0,0
27.0,417.0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0.7,0,0,0,0,0,1
31.0,566.0,0,0,10,0,0,1,1,0,0,0,0,0,0,0,0.13,0,0,0,0,0,1
28.0,520.0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,1.0699999999999998,0,1,0,0,0,1
40.0,0.0,0,0,27,0,0,0,0,1,2,0,0,0,0,0,0.97,1,0,0,1,0,0
25.0,502.0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,1
30.0,534.0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0.03,0,0,1,0,0,0
28.0,495.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06999999999999999,0,0,0,0,1,0
26.0,568.0,1,0,18,1,0,1,1,0,3,0,0,0,1,0,0.3,1,0,0,0,0,1
56.0,464.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0
20.0,0.0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0.43,0,1,0,1,0,0
26.0,455.0,6,1,36,6,0,1,1,0,0,0,0,0,1,0,0.63,0,1,0,1,0,0
24.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.12,0,0,1,0,0,0
30.0,0.0,0,0,14,0,0,0,0,1,2,0,0,0,1,0,0.2,0,0,0,0,0,1
29.0,0.0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0.06,0,1,1,0,0,0
50.0,525.0,0,0,54,0,0,1,1,1,0,0,0,0,0,0,1.03,0,0,1,0,0,0
21.0,581.0,0,0,72,0,0,1,1,0,0,1,1,0,0,0,2.27,0,1,1,0,0,0
26.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0,0,1,0,0,0
31.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,1,1,0,0,0
41.0,605.0,0,0,77,0,0,1,1,0,3,0,0,0,0,0,2.23,0,1,1,0,0,0
28.0,527.0,0,0,28,0,0,1,1,0,0,0,0,0,0,0,1.17,0,1,0,0,0,1
33.0,544.0,1,0,23,1,0,1,1,1,0,0,0,0,1,0,0.4,0,0,1,0,0,0
36.0,604.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1.93,0,0,0,0,0,1
22.0,528.0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0.13,0,0,0,0,0,1
49.0,565.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2.17,1,0,0,0,0,1
40.0,589.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0
45.0,0.0,1,0,119,1,0,0,0,0,0,0,0,0,1,0,2.0,0,0,1,0,0,0
43.0,482.0,3,0,136,3,0,1,1,1,0,0,0,0,1,0,0.93,1,0,0,0,1,0
34.0,413.0,0,0,5,0,0,1,1,1,0,0,0,0,0,0,0.03,0,0,0,1,0,0
34.0,549.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1.97,0,1,1,0,0,0
30.0,568.0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0.47,0,1,1,0,0,0
46.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.5699999999999998,0,0,0,0,1,0
31.0,531.0,1,0,18,0,0,1,1,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0
24.0,0.0,1,0,6,1,0,0,0,0,3,0,0,0,0,0,0.27,0,0,0,0,0,1
37.0,526.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1.6,0,0,0,0,0,1
32.0,553.0,40,13,68,39,0,0,0,1,0,0,0,0,0,0,0.5,0,1,0,0,0,0
22.0,0.0,0,0,6,0,0,0,0,0,2,0,0,0,1,0,0.0,0,0,1,0,0,0
74.0,0.0,7,0,2,7,0,1,1,0,2,0,0,0,0,0,0.97,0,0,1,0,0,0
33.0,514.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.06999999999999999,0,0,1,0,0,0
44.0,0.0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0.93,0,1,0,1,0,0
48.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1.13,0,0,0,1,0,0
23.0,598.0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,1.17,0,1,0,0,0,0
37.0,660.0,0,0,0,0,1,1,1,1,2,0,0,1,0,0,3.18,0,1,1,0,0,0
27.0,502.0,0,0,3,0,0,1,1,0,2,0,0,0,1,0,0.06999999999999999,0,0,0,0,1,0
27.0,0.0,3,0,48,2,0,0,0,0,0,0,0,0,1,0,1.5,0,0,1,0,0,0
41.0,0.0,6,0,10,6,0,1,1,1,0,0,0,0,0,0,0.78,1,0,0,0,1,0
25.0,612.0,0,0,21,0,0,1,1,0,0,0,1,0,0,0,1.77,0,1,1,0,0,0
30.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,1,0,0,0
36.0,511.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.37,0,1,0,0,0,0
36.0,492.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0
24.0,506.0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1
30.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,1,0,0,0
29.0,566.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.16999999999999998,0,0,1,0,0,0
24.0,488.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1,0,0,0,1
32.0,483.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,1
28.0,509.0,21,0,86,19,0,1,1,1,0,0,0,0,0,0,1.33,1,0,0,0,0,0
20.0,619.0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,1.13,0,1,1,0,0,0
30.0,495.0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0
31.0,393.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.67,0,0,0,0,0,0
23.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,1
31.0,484.0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0.27,0,0,1,0,0,0
29.0,0.0,0,0,30,0,0,1,1,0,0,0,0,0,0,0,0.9,0,1,0,0,0,0
23.0,398.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,1,0,0,0
43.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06999999999999999,0,0,0,0,0,1
26.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0
39.0,548.0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1.97,0,0,1,0,0,0
34.0,537.0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0.53,0,1,0,0,0,1
57.0,636.0,1,0,8,0,1,1,1,0,0,0,0,0,0,0,0.77,0,1,1,0,0,0
48.0,0.0,1,0,3,1,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
35.0,0.0,7,1,68,7,0,0,0,1,2,0,0,0,1,0,1.53,0,0,0,0,0,1
36.0,477.0,0,0,53,0,0,1,1,0,2,0,0,0,0,0,0.33,0,1,1,0,0,0
30.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,1,1,0,0,0
26.0,461.0,0,0,19,0,0,1,1,0,0,0,0,0,1,0,1.13,0,1,0,0,0,1
22.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0
29.0,496.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0
42.0,551.0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,2.77,0,1,1,0,0,0
24.0,526.0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0
26.0,479.0,2,0,26,2,0,1,1,0,0,0,0,0,1,0,0.77,0,1,1,0,0,0
45.0,537.0,2,2,5,2,0,1,1,1,0,0,0,0,0,0,0.75,0,1,0,0,0,0
29.0,547.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1.2,0,1,0,1,0,0
26.0,580.0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0
26.0,553.0,0,0,0,0,2,1,1,1,2,0,0,0,0,0,0.5,0,1,1,0,0,0
35.0,0.0,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0.27,0,0,0,0,1,0
23.0,0.0,1,0,4,1,0,1,1,1,0,0,0,0,0,0,0.13,0,0,1,0,0,0
29.0,432.0,3,0,71,1,0,1,1,1,0,0,0,0,0,0,0.8,1,0,0,0,0,1
34.0,479.0,0,0,0,0,1,1,1,0,4,0,1,0,0,0,1.33,0,1,0,0,0,1
25.0,510.0,10,0,28,10,0,1,1,0,0,0,0,0,0,0,0.5,0,1,0,0,0,1
28.0,523.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,1,1,0,0,0
31.0,520.0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,2.2,0,1,1,0,0,0
28.0,0.0,0,0,5,0,0,1,1,1,4,0,0,0,1,0,0.13,0,0,1,0,0,0
20.0,527.0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,1.33,0,0,0,0,0,1
24.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1
31.0,595.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0.33,0,0,0,1,0,0
50.0,683.0,0,0,16,0,0,0,0,0,2,0,0,0,1,0,0.43,0,1,1,0,0,0
27.0,580.0,0,0,14,0,0,1,1,1,0,0,0,0,0,0,0.97,0,0,0,0,0,0
28.0,559.0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0.2,0,0,1,0,0,0
23.0,566.0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,1,0,0,0
27.0,600.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0,0,0,0,0,1
22.0,628.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.23,0,1,0,1,0,0
30.0,557.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,1,0,0,0,0
41.0,418.0,0,0,77,0,0,0,0,1,0,0,0,0,0,0,0.5,1,0,0,1,0,0
38.0,547.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1.77,0,1,1,0,0,0
31.0,529.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.23,0,1,0,0,0,0
33.0,473.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.13,0,0,1,0,0,0
37.0,484.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1.2,0,1,0,0,0,1
35.0,570.0,13,0,32,13,0,1,1,1,0,0,0,0,0,0,1.0,0,1,1,0,0,0
44.0,566.0,1,0,34,1,0,0,0,1,0,0,0,0,0,0,0.3,0,1,0,0,0,1
46.0,528.0,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0.3,0,0,0,0,0,1
31.0,523.0,0,0,69,0,0,1,1,0,0,0,0,0,0,0,1.1,1,0,0,0,0,1
21.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,0,0,0
34.0,516.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.06999999999999999,0,1,1,0,0,0
18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1
34.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,1,0,1,0,0
24.0,670.0,14,0,111,14,0,1,1,0,0,0,0,0,1,0,1.8,0,1,0,0,0,0
26.0,572.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.1,0,1,0,0,0,1
33.0,0.0,1,0,5,1,0,1,1,1,0,1,0,0,0,0,0.5,0,1,0,0,0,0
64.0,615.0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,2.2,1,0,0,0,0,1
57.0,683.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.06999999999999999,0,1,1,0,0,0
37.0,515.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,0,0,1,0,0,0
64.0,590.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0
28.0,543.0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0.37,0,1,0,0,0,0
25.0,0.0,0,0,10,0,0,0,0,1,2,0,0,0,0,0,0.23,0,0,0,0,0,1
25.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.97,0,0,0,0,0,1
29.0,0.0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0.0,0,0,1,0,0,0
29.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06999999999999999,0,0,1,0,0,0
27.0,528.0,1,0,47,1,0,0,0,1,0,0,0,0,0,0,1.17,0,1,1,0,0,0
42.0,0.0,0,0,2,0,0,1,1,1,2,0,0,0,0,0,0.0,0,0,0,0,0,1
35.0,525.0,1,1,11,1,0,1,1,1,0,0,0,0,1,0,0.13,0,0,1,0,0,0
21.0,511.0,3,1,25,3,0,1,1,1,0,0,0,0,0,0,0.8800000000000002,0,1,0,1,0,0
29.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0
36.0,641.0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,1.47,0,0,1,0,0,0
30.0,584.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,1,0,0,0
53.0,489.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0
18.0,421.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0.0,0,0,1,0,0,0
36.0,0.0,0,0,4,0,0,1,1,1,0,0,0,0,1,0,0.06999999999999999,0,0,1,0,0,0
28.0,543.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.4,0,0,0,0,0,1
27.0,639.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.5,0,1,1,0,0,0
34.0,539.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0
25.0,488.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5700000000000001,0,1,1,0,0,0
27.0,578.0,0,0,7,0,0,0,0,0,0,1,1,0,1,0,0.26,0,0,0,0,1,0
38.0,542.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1
34.0,0.0,14,0,23,14,0,1,1,1,0,0,0,0,0,0,0.7,0,0,0,0,0,1
34.0,0.0,0,0,41,0,0,1,1,1,0,0,0,0,0,0,0.8,0,0,1,0,0,0
26.0,438.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.97,0,1,1,0,0,0
31.0,423.0,2,0,37,2,0,1,1,0,2,0,0,0,0,0,0.53,0,0,0,1,0,0
34.0,407.0,5,4,21,5,0,1,1,1,0,0,0,0,1,0,0.5,0,1,0,0,0,1
23.0,554.0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0.8,0,0,0,1,0,0
28.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0.16999999999999998,0,0,0,0,0,1
44.0,473.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,1,1,0,0,0
33.0,564.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,1,0,0
